"title","length","budget","rating","mpaa"
"Blink",106,11000000,6.1,"Missing"
"Blitz",28,5000,6.3,"Missing"
"Blob, The",82,240000,6,"Missing"
"Blob, The",95,9000000,5.5,"Missing"
"Blondie of the Follies",91,602620,6,"Missing"
"Blood & Guts",94,700000,4.6,"Missing"
"Blood Alley",115,2000000,5.7,"Missing"
"Blood Feast",58,24500,4.5,"Missing"
"Blood Money",65,238591,7.6,"Missing"
"Blood Shot",28,35000,4.5,"Missing"
"Blood Work",110,50000000,6.3,"R"
"Blood and Wine",101,26000000,6,"R"
"Blood of Jesus, The",68,5000,4.5,"Missing"
"Blood of the Beast",74,2000,9.1,"Missing"
"Blood of the Samurai",75,2000,6.5,"Missing"
"Blood, Guts, Bullets and Octane",87,7300,5.3,"R"
"Bloodletting",89,10000,4.8,"Missing"
"Bloodline",116,12000000,3.9,"Missing"
"Bloodsucking Pharaohs in Pittsburgh",89,250000,3.6,"Missing"
"Bloody Brood, The",80,80000,4.2,"Missing"
"Bloody Sunday",107,5000000,7.6,"R"
"Bloom",7,0,6.8,"Missing"
"Blotter",20,15000,7.1,"Missing"
"Blow",124,30000000,7.1,"R"
"Blow Out",108,18000000,7,"Missing"
"Blowing Wild",90,1000000,5.6,"Missing"
"Blowup",111,1800000,7.4,"Missing"
"Blue Bird, The",99,12000000,3.9,"Missing"
"Blue Citrus Hearts",115,3000,7,"Missing"
"Blue Crush",104,30000000,5.7,"PG-13"
"Blue Hill Avenue",120,1200000,6.6,"R"
"Blue Lagoon, The",104,4500000,4.7,"Missing"
"Blue Moon",90,1000,6.8,"Missing"
"Blue Skies",104,3000000,6.3,"Missing"
"Blue Streak",93,36000000,5.8,"Missing"
"Blue Velvet",120,6000000,7.7,"Missing"
"Blue in Green",91,50000,9.1,"Missing"
"Blue in the Face",83,2000000,6.4,"Missing"
"Bluefish",24,7000,7.6,"Missing"
"Blues Brothers 2000",123,28000000,4.5,"PG-13"
"Blues Brothers, The",148,27000000,7.7,"Missing"
"Blues Lahofesh Hagadol",101,350000,7.8,"Missing"
"Boat Trip",97,20000000,4.5,"R"
"Bob & Carol & Ted & Alice",101,2000000,6,"Missing"
"Body Double",114,10000000,6.3,"Missing"
"Body Parts",88,10000000,4.6,"Missing"
"Body of Evidence",102,30000000,4.1,"Missing"
"Body of Influence 2",87,1200000,3.4,"R"
"Bogus",110,32000000,5,"PG"
"Boiler Room",118,9000000,6.8,"R"
"Bold Caballero, The",67,100000,4.9,"Missing"
"Bombshell",96,344000,7.8,"Missing"
"Bon voyage",115,20000000,7.2,"PG-13"
"Bone Collector, The",118,48000000,6.2,"R"
"Bone Snatcher, The",96,6000000,4.1,"R"
"Bones",96,16000000,4.2,"R"
"Bonfire of the Vanities, The",125,47000000,5,"Missing"
"Bonnie and Clyde",111,2500000,7.9,"Missing"
"Bono",97,250000,1,"Missing"
"Boogens, The",95,600000,4.2,"Missing"
"Boogeyman",89,20000000,4.1,"PG-13"
"Boogie Nights",156,15000000,7.6,"R"
"Book That Wrote Itself, The",71,25000,4.5,"Missing"
"Book and the Rose, The",29,40000,9,"Missing"
"Book of Life, The",63,350000,6.7,"Missing"
"Book of Mormon Movie, Volume 1: The Journey, The",120,2000000,3.4,"PG-13"
"Book of Shadows: Blair Witch 2",90,15000000,4.2,"R"
"Boom",110,10000000,4,"Missing"
"Boom Town",119,2000000,7,"Missing"
"Boomerang",118,42000000,5.1,"Missing"
"Boot, Das",216,14000000,8.5,"R"
"Born Losers, The",113,360000,5.4,"Missing"
"Born on the Fourth of July",145,14000000,7,"Missing"
"Born to Be Bad",62,252238,5.6,"Missing"
"Borrowers, The",89,29000000,5.6,"PG"
"Bossu, Le",128,30000000,7.1,"Missing"
"Bottle Rocket",92,7000000,7.4,"Missing"
"Bottle and the Throttle, The",10,1000,3.8,"Missing"
"Bottomfeeders",92,500000,7.4,"Missing"
"Bounce",106,35000000,5.8,"PG-13"
"Bound",109,4500000,7.5,"R"
"Bound by Honor",190,35000000,7.4,"Missing"
"Bourne Identity, The",119,75000000,7.3,"PG-13"
"Bourne Supremacy, The",108,75000000,7.3,"PG-13"
"Bowery, The",92,421496,7.3,"Missing"
"Bowfinger",97,55000000,6.4,"PG-13"
"Bowling for Columbine",120,4000000,8.5,"R"
"Boxcar Bertha",92,600000,5.8,"Missing"
"Boxed",80,500000,6.5,"Missing"
"Boxers and Ballerinas",90,85000,7.7,"Missing"
"Boy s tenyu",132,3500000,4.8,"Missing"
"Boy-Next-Door",17,50000,9.4,"Missing"
"Boys Beware",10,1000,4.2,"Missing"
"Boys Don't Cry",118,2000000,7.6,"R"
"Boys Next Door, The",90,5000000,5.8,"Missing"
"Boys Night Out",34,30000,7.7,"Missing"
"Boys and Girls",94,16000000,4.9,"PG-13"
"Boys from Brazil, The",123,12000000,6.8,"Missing"
"Boys in the Band, The",118,5500000,7.3,"Missing"
"Boys in the Sand",90,8000,7.8,"Missing"
"Boys on the Side",115,21000000,6.1,"Missing"
"Boyz n the Hood",107,6000000,7.7,"Missing"
"Brady Bunch Movie, The",90,12000000,5.6,"PG-13"
"Brain Eaters, The",60,30000,3.6,"Missing"
"Brain That Wouldn't Die, The",82,62000,3,"Missing"
"Brain from Planet Arous, The",70,58000,4.1,"Missing"
"Braindead",97,3000000,7.5,"Missing"
"Brainstorm",106,15000000,6.2,"Missing"
"Brat 2",122,1500000,6.7,"Missing"
"Brat, The",60,243093,2,"Missing"
"Braveheart",177,53000000,8.3,"R"
"Bravo Two Zero",115,6500000,6.5,"R"
"Brazil",94,15000000,8,"Missing"
"Bread, My Sweet, The",105,600000,6.8,"PG-13"
"Break Up",100,9000000,5.1,"R"
"Breakdown",95,36000000,6.7,"R"
"Breakfast at Tiffany's",115,2500000,7.7,"Missing"
"Breakfast of Champions",110,12000000,4.2,"R"
"Breaking All the Rules",91,2032000,4.8,"Missing"
"Breathing Room",90,500000,4,"R"
"Breed, The",91,4000000,4.7,"R"
"Bride & Prejudice",122,7000000,6.3,"PG-13"
"Bride of Chucky",89,25000000,5.2,"R"
"Bride of Frankenstein",75,397000,8.1,"Missing"
"Bride of the Wind",99,12000000,5.2,"R"
"Bridge Too Far, A",176,26000000,7,"Missing"
"Bridge of Dragons",95,4000000,3.7,"R"
"Bridge on the River Kwai, The",161,3000000,8.4,"Missing"
"Bridges of Madison County, The",135,22000000,6.9,"PG-13"
"Bridget Jones's Diary",97,26000000,7,"R"
"Bridget Jones: The Edge of Reason",108,70000000,5.7,"R"
"Brigadoon",108,2352625,6.8,"Missing"
"Brigham City",119,1000000,7.1,"PG-13"
"Bring It On",98,10000000,6.1,"PG-13"
"Bring Me the Head of Alfredo Garcia",112,1500000,7.1,"Missing"
"Bringing Down the House",105,35000000,5.6,"PG-13"
"Bringing Out the Dead",121,32000000,6.7,"R"
"Bringing Rain",82,150000,5.6,"Missing"
"Broadcast 23",7,2500,5.7,"Missing"
"Broadway Bad",61,239308,6,"Missing"
"Broadway Danny Rose",84,8000000,7.3,"Missing"
"Broadway Melody, The",101,379000,6,"Missing"
"Broken Arrow",108,65000000,5.7,"R"
"Broken Blossoms or The Yellow Man and the Girl",90,88000,7.4,"Missing"
"Broken Hearts Club: A Romantic Comedy, The",94,1000000,6.8,"Missing"
"Broken Lullaby",76,889154,7.2,"Missing"
"Broken Vessels",90,600000,6.1,"R"
"Bronx Tale, A",121,22000000,7.5,"Missing"
"Brooklyn Bound",90,70000,4.2,"R"
"Brother",114,12000000,7.1,"R"
"Brother from Another Planet, The",106,300000,6.7,"R"
"Brothers McMullen, The",98,23800,6.4,"R"
"Brothers in Arms",68,500000,4.6,"Missing"
"Brown Bunny, The",119,10000000,5.1,"Missing"
"Brown Sugar",109,8000000,5.9,"PG-13"
"Bruce Almighty",101,81000000,6.4,"PG-13"
"Bruce, The",90,500000,4.5,"Missing"
"Bruno",108,10000000,6,"PG-13"
"Brylcreem Boys, The",106,6000000,6,"PG-13"
"Bubba Ho-tep",92,1000000,7.5,"R"
"Bubble Boy",84,13000000,5.1,"PG-13"
"Buck Privates",84,180000,6.8,"Missing"
"Bucket of Blood, A",66,25000,6.6,"Missing"
"Budbringeren",83,2100000,6.8,"Missing"
"Buddy Buddy",96,10000000,6.2,"Missing"
"Buena onda",11,2000,5.2,"Missing"
"Buffalo '66",110,1500000,7.2,"R"
"Buffalo Bill and the Indians, or Sitting Bull's History Lesson",123,6000000,5.6,"Missing"
"Buffalo Soldiers",98,15000000,7,"R"
"Bug Buster",93,8500000,2.9,"PG-13"
"Bug Man, The",22,28000,6.7,"Missing"
"Bug's Life, A",96,45000000,7.4,"Missing"
"Bugsy",134,40000000,6.6,"Missing"
"Bull Durham",108,7000000,7.1,"Missing"
"Bulldog Drummond",90,550000,6.6,"Missing"
"Bullet for Pretty Boy, A",89,350000,3.5,"Missing"
"Bulletproof",93,5000000,3.8,"Missing"
"Bulletproof Monk",104,52000000,5.2,"PG-13"
"Bullets Over Broadway",98,20000000,7.4,"Missing"
"Bullitt",113,5500000,7.3,"Missing"
"Bulworth",108,30000000,6.9,"Missing"
"Bumer",110,700000,6.5,"Missing"
"Buono, il brutto, il cattivo, Il",180,1200000,8.8,"Missing"
"Burglar, The",90,90000,7,"Missing"
"Burial Society, The",94,1500000,6.5,"R"
"Burning, The",89,1500000,4.7,"Missing"
"Burying Dvorak",19,5000,9.4,"Missing"
"Bushmen",15,10000,8.3,"Missing"
"Business of Fancydancing, The",103,200000,7.3,"Missing"
"Bussed",31,10000,5.2,"Missing"
"Busting Out",57,100000,9.4,"Missing"
"But I'm a Cheerleader",85,1200000,6.2,"R"
"Butterfly Effect, The",120,13000000,7.6,"R"
"C'era una volta il West",158,5000000,8.7,"PG-13"
"C.H.U.D.",96,1250000,4.3,"Missing"
"CQ",91,7000000,6.4,"R"
"Cabaret",124,6000000,7.8,"Missing"
"Cabin Fever",93,1500000,5.1,"R"
"Cabin in the Sky",98,662141,7.3,"Missing"
"Cabiria",162,210000,7.6,"Missing"
"Cable Guy, The",96,47000000,5.5,"PG-13"
"Cachimba",127,950000,6.6,"Missing"
"Caddyshack",98,6000000,7.1,"Missing"
"Cafe Society",104,3500000,5.7,"R"
"Caffeine Headache",24,2000,7.7,"Missing"
"Caged Heat",83,180000,4.9,"Missing"
"Calendar Girl",90,13000000,4.7,"Missing"
"California Casanova",90,350000,4.9,"Missing"
"Call Her Savage",89,489652,6.9,"Missing"
"Calling Bobcat",91,230000,5,"R"
"Callous Sentiment",13,10000,7.7,"Missing"
"Cama adentro",83,800000,7.3,"Missing"
"Camelot",179,17000000,6.1,"Missing"
"Cameron's Closet",86,7000000,3.9,"Missing"
"Camille",109,1486000,7.4,"Missing"
"Camp Pacific",29,35000,9.1,"Missing"
"Camp Slaughter",95,350000,2,"Missing"
"Campanadas a medianoche",115,800000,8.3,"Missing"
"Can't Be Heaven",94,2000000,5.7,"PG"
"Can't Hardly Wait",101,10000000,6.2,"PG-13"
"Can't Stop the Music",118,20000000,3.4,"Missing"
"Can-Can",131,6000000,6,"Missing"
"Canadian Bacon",91,11000000,5.5,"Missing"
"Candyman",99,8000000,6.3,"Missing"
"Cape Fear",128,35000000,7.1,"R"
"Cape of Good Hope",107,3000000,9.7,"Missing"
"Capricorn One",123,5000000,6.4,"Missing"
"Captain Blood",99,1200000,7.7,"Missing"
"Captain Corelli's Mandolin",131,57000000,5.9,"R"
"Captain EO",17,17000000,5.7,"Missing"
"Captain Kronos - Vampire Hunter",91,400000,6.3,"Missing"
"Captain from Castile",140,4500000,6.7,"Missing"
"Captains Courageous",115,1645000,7.7,"Missing"
"Captured!",69,245000,6,"Missing"
"Carabiniers, Les",80,140000,6.9,"Missing"
"Carandiru",147,6000000,7.7,"R"
"Caravans",127,14000000,5.4,"Missing"
"Carefree",83,1253000,7.1,"Missing"
"Carlos contra el mundo",91,1000000,5.4,"Missing"
"Carmen Jones",108,750000,7,"Missing"
"Carnage",91,32500,2.2,"Missing"
"Carnival of Souls",84,30000,7,"Missing"
"Carnival of Souls",90,2000000,2.8,"R"
"Carnosaur",83,1000000,3.1,"Missing"
"Carpetbaggers, The",150,3000000,6.1,"Missing"
"Carpool",89,17000000,4.5,"PG"
"Carrie",98,1800000,7.2,"Missing"
"Casa dell'esorcismo, La",95,1000000,5.5,"Missing"
"Casablanca",102,950000,8.8,"Missing"
"Casino",176,52000000,7.8,"R"
"Casino Royale",131,12000000,5.3,"Missing"
"Casper",100,55000000,5.6,"PG"
"Casshern",141,5000000,6.5,"Missing"
"Cast Away",143,90000000,7.3,"PG-13"
"Casualties of War",113,22500000,6.8,"Missing"
"Cat People",73,134000,7.4,"Missing"
"Cat People",118,18000000,5.8,"Missing"
"Cat in the Hat, The",82,109000000,3.2,"PG"
"Cat on a Hot Tin Roof",108,3000000,7.8,"Missing"
"Cat's Eye",94,7000000,5.7,"Missing"
"Cat's-Paw, The",102,617000,6.8,"Missing"
"Catch Me If You Can",106,800000,5.1,"Missing"
"Catch Me If You Can",141,52000000,7.6,"PG-13"
"Catch That Kid",91,18000000,4.5,"PG"
"Cats & Dogs",87,60000000,5.4,"PG"
"Cats Don't Dance",75,32000000,6.4,"Missing"
"Catwoman",104,85000000,3.4,"PG-13"
"Causality",9,15000,9.7,"Missing"
"Cavalcade",110,1180280,6.8,"Missing"
"Cavalieri che fecero l'impresa, I",147,8000000,5.7,"Missing"
"Cecil B. DeMented",87,10000000,6,"R"
"Celebrity",113,12000000,6.1,"R"
"Cell, The",109,33000000,6.1,"R"
"Cellar Doors",40,7000,7.1,"Missing"
"Cellar, The",20,5000,7.1,"Missing"
"Cellular",94,25000000,6.4,"PG-13"
"Centipede!",90,500000,3.6,"Missing"
"Central Airport",72,356000,5.3,"Missing"
"Central do Brasil",108,2900000,7.9,"Missing"
"Chacun cherche son chat",91,300000,7,"Missing"
"Chafed Elbows",63,25000,2.1,"Missing"
"Chain Reaction",106,55000000,5.1,"PG-13"
"Chain of Fools",96,20000000,6.1,"R"
"Chair, The",100,3000000,3.8,"Missing"
"Chairman of the Board",95,10000000,2.6,"PG-13"
"Chalk",134,400000,8.6,"Missing"
"Chamber, The",113,50000000,5.7,"R"
"Champagne Society",20,5000,4.5,"Missing"
"Chan Is Missing",80,20000,6.3,"Missing"
"Chance",73,150000,8,"Missing"
"Chandelier",20,32000,8.7,"Missing"
"Chandu the Magician",71,349456,5.7,"Missing"
"Chanel Solitaire",107,7000000,4.9,"Missing"
"Change of Climate, A",19,15000,4.6,"Missing"
"Changing Habits",95,1200000,5.5,"R"
"Changing Lanes",99,45000000,6.6,"R"
"Channeling Alphonse",12,0,7.6,"Missing"
"Chapter Zero",104,1500000,5.1,"Missing"
"Charade",113,4000000,8.1,"Missing"
"Charge of the Light Brigade, The",115,1200000,7.2,"Missing"
"Charge of the Light Brigade, The",139,8000000,6.2,"Missing"
"Chariots of Fire",123,5500000,7.3,"Missing"
"Charlie",94,5000000,5,"R"
"Charlie Chan at Treasure Island",72,120000,7.4,"Missing"
"Charlie Chan in Black Magic",67,75000,6.2,"Missing"
"Charlie Chan in London",79,100000,7.1,"Missing"
"Charlie Chan in Paris",72,110000,7,"Missing"
"Charlie Chan in The Chinese Cat",65,75000,6.5,"Missing"
"Charlie Chan in the Secret Service",63,75000,6.6,"Missing"
"Charlie's Angels",94,92000000,5.8,"PG-13"
"Charlie's Angels: Full Throttle",107,120000000,5,"PG-13"
"Charlotte Sometimes",85,80000,4.6,"R"
"Charly",103,950000,5.5,"PG"
"Charming Billy",82,250000,5.3,"Missing"
"Chase, The",3,2000,8.3,"Missing"
"Chasing Amy",111,250000,7.6,"R"
"Chasing Jason",7,2000,7,"Missing"
"Chasing Liberty",111,23000000,5.7,"PG-13"
"Chasing the Edge",15,0,9.2,"Missing"
"Che!",96,2800000,3.3,"Missing"
"Cheaper by the Dozen",98,40000000,5.8,"PG"
"Cheat, The",59,17311,7.2,"Missing"
"Cheerleader",24,5500,8.8,"Missing"
"Cheerleaders, The",84,153000,5,"Missing"
"Cheetah",83,5000000,5.9,"Missing"
"Cherish",99,1500000,6.5,"R"
"Cherry Falls",92,14000000,4.9,"R"
"Cherry Orchard, The",141,5000000,6.4,"Missing"
"Cherry, Harry & Raquel!",71,90000,4.6,"Missing"
"Cheyenne Autumn",154,4200000,6.8,"Missing"
"Chi sei?",109,350000,3.1,"Missing"
"Chicago",113,45000000,7.5,"PG-13"
"Chicken Run",84,42000000,7.4,"Missing"
"Chiesa, La",98,3500000,5.9,"Missing"
"Child Psychology",14,7000,6.6,"Missing"
"Child's Play",87,19000000,5.9,"Missing"
"Child's Play 2",84,13000000,4.5,"Missing"
"Childhood's End",115,600000,4.4,"Missing"
"Children On Their Birthdays",102,10000000,6,"PG"
"Children Shouldn't Play with Dead Things",87,70000,4.4,"Missing"
"Children of the Arcana",22,11000,7.1,"Missing"
"Children of the Corn",93,3000000,4.9,"Missing"
"Children of the Corn II: The Final Sacrifice",92,900000,3.2,"Missing"
"Children's Hour, The",107,3600000,7.3,"Missing"
"Chill Factor",101,34000000,5,"R"
"China Lake",34,3000,7.5,"Missing"
"Chinatown",131,6000000,8.4,"Missing"
"Chitty Chitty Bang Bang",144,10000000,6.3,"Missing"
"Choirboys, The",119,6500000,4.9,"Missing"
"Choke",98,550000,5.6,"Missing"
"Choosing Matthias",90,2500000,4.9,"Missing"
"Chopin. Pragnienie milosci",134,3500000,4,"R"
"Christine",110,9700000,6,"Missing"
"Christmas with the Kranks",98,60000000,4.5,"PG"
"Christopher Strong",78,284000,6.1,"Missing"
"Chronicles of Riddick, The",135,110000000,6.2,"PG-13"
"Chronotrip",74,10000,4,"Missing"
"Chu Chin Chow",103,500000,4.8,"Missing"
"Chuck&Buck",96,250000,6.6,"R"
"Chumscrubber, The",102,6800000,4.5,"Missing"
"Ciao America",100,5000000,4.8,"R"
"Cidade de Deus",135,3300000,8.7,"R"
"Cider House Rules, The",126,24000000,7.5,"PG-13"
"Cimarron",131,1433000,6.2,"Missing"
"Cinderella",74,2900000,7.3,"Missing"
"Cinderella Story, A",95,20000000,4.9,"PG"
"Cinderfella",91,3000000,5.4,"Missing"
"Cinedictum",40,100000,7,"Missing"
"Circle of Iron",102,4000000,5.2,"Missing"
"Circus World",135,9000000,5.7,"Missing"
"Circus, The",71,900000,7.8,"Missing"
"Citizen Kane",119,686033,8.7,"Missing"
"Citizen Ruth",102,3000000,6.8,"Missing"
"Citizen Shane",59,4000,5,"Missing"
"Citizen Verdict",97,10000000,4.8,"R"
"City Hall",111,40000000,6.1,"R"
"City Lights",87,1500000,8.5,"Missing"
"City by the Sea",108,60000000,6.3,"R"
"City of Angels",114,55000000,6.2,"PG-13"
"City of Ghosts",116,17500000,5.6,"R"
"City of Hope",129,3000000,7.3,"Missing"
"City of Industry",97,8000000,5.9,"Missing"
"City on Fire",104,5300000,3.4,"Missing"
"Civil Action, A",112,60000000,6.4,"PG-13"
"Civil Brand",95,500000,4.1,"R"
"Claire of the Moon",107,130000,4.1,"Missing"
"Clash of the Titans",118,15000000,6.3,"Missing"
"Class of 1984",98,4300000,5.5,"Missing"
"Class of 1999",99,5200000,4.5,"Missing"
"Class of 83",50,25000,9.6,"Missing"
"Claudine's Return",91,2000000,3.8,"R"
"Claustrophobia",79,114000,4.2,"R"
"Clay Pigeons",104,8000000,6.4,"R"
"Clean, Shaven",79,60000,6.8,"Missing"
"Clear and Present Danger",141,65000000,6.8,"Missing"
"Clearing the Range",61,60000,4.5,"Missing"
"Cleopatra",125,500000,9.3,"Missing"
"Cleopatra",320,44000000,6.6,"Missing"
"Clerks.",92,230000,7.9,"R"
"Cliffhanger",112,65000000,6,"Missing"
"Clifford's Really Big Movie",73,70000,5.9,"Missing"
"Climb, The",98,2500000,5.2,"PG"
"Clock, The",90,1324000,7.3,"Missing"
"Clockers",129,25000000,6.8,"R"
"Clockstoppers",94,26000000,5.1,"PG"
"Clockwork Orange, A",137,2200000,8.3,"Missing"
"Clonus Horror, The",90,350000,2.1,"Missing"
"Close Encounters of the Third Kind",137,20000000,7.7,"Missing"
"Clown Princes",11,21243,6.5,"Missing"
"Clown in Babylon, A",105,150000,7.8,"Missing"
"Club Dread",119,9000000,5.2,"R"
"Club Fed",93,360000,3.2,"Missing"
"Clubland",94,4000000,4,"R"
"Clue",97,15000000,6.7,"Missing"
"Clueless",97,20000000,6.7,"PG-13"
"Coach Carter",136,30000000,6.6,"PG-13"
"Cock-Eyed World, The",118,661315,5.9,"Missing"
"Cockettes, The",100,300000,6.6,"R"
"Cocoanuts, The",96,500000,6.8,"Missing"
"Code",12,10000,6.2,"Missing"
"Code 46",92,7500000,6.4,"R"
"Codename: Simon",10,50000,9.2,"Missing"
"Cog",5,4000,9.6,"Missing"
"Coil",79,12000,7.8,"Missing"
"Cold Call",14,20000,7.7,"Missing"
"Cold Dog Soup",100,7000000,4.6,"Missing"
"Cold Heart",95,3000000,4.1,"R"
"Cold Hearts",90,900000,3.9,"R"
"Cold Mountain",152,83000000,7.4,"R"
"Collateral",120,65000000,7.7,"R"
"Collateral Damage",108,85000000,5.2,"R"
"College Coach",76,245000,5.2,"Missing"
"Color Me Blood Red",79,50000,3.4,"Missing"
"Color Purple, The",154,15000000,7.6,"Missing"
"Color of Money, The",119,10000000,6.8,"Missing"
"Color of Night",133,40000000,4.7,"Missing"
"Coltelli del vendicatore, I",86,75000,4.7,"Missing"
"Combat Shock",92,40000,5.6,"Missing"
"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean",109,850000,6.9,"Missing"
"Comedians of Comedy, The",103,500000,8.8,"Missing"
"Coming to America",116,28000000,6.6,"Missing"
"Command Decision",112,3700000,7.5,"Missing"
"Commandments",88,5000000,5.4,"R"
"Committed",98,3000000,5.2,"R"
"Company Jasmine",55,150000,8.4,"Missing"
"Company Man",86,16000000,4.8,"PG-13"
"Company of Wolves, The",95,2000000,6.4,"Missing"
"Company, The",112,15000000,6.2,"PG-13"
"Comunidad, La",110,2000000,7.2,"R"
"Con Air",115,75000000,6.3,"Missing"
"Conan the Barbarian",129,20000000,6.5,"Missing"
"Condemned",86,600000,5.7,"Missing"
"Confession, The",20,15000,6.9,"Missing"
"Confession, The",114,4000000,5.8,"R"
"Confessions of a Dangerous Mind",113,29000000,7.1,"R"
"Confessions of a Nazi Spy",104,1500000,6.6,"Missing"
"Confessions of a Teenage Drama Queen",89,15000000,4.4,"PG"
"Confidence",97,15000000,6.8,"R"
"Conformista, Il",115,750000,7.7,"Missing"
"Congo",109,50000000,4.4,"PG-13"
"Connecting Dots",95,500000,7.7,"Missing"
"Connection, The",110,167000,7.3,"Missing"
"Conqueror, The",111,6000000,3.3,"Missing"
"Conquest",113,2732000,6.7,"Missing"
"Conquest of the Planet of the Apes",88,1700000,5.5,"Missing"
"Conspiracy Theory",135,75000000,6.4,"R"
"Constantine",121,100000000,6.4,"Missing"
"Contact",153,90000000,7.3,"PG"
"Contender, The",126,9000000,6.9,"R"
"Control de plagas",14,5000,8.1,"Missing"
"Convention City",69,239000,4.7,"Missing"
"Conversation, The",113,1600000,8.1,"Missing"
"Cool Hot Rod, The",26,1000,3.9,"Missing"
"Cool as Ice",100,6000000,2.4,"Missing"
"Cop Land",116,15000000,6.7,"R"
"Copycat",123,20000000,6.5,"R"
"Coquette",76,489106,4.9,"Missing"
"Coral Reef Adventure",45,10000000,6.2,"Missing"
"Core, The",135,74000000,5.4,"PG-13"
"Corky Romano",86,11000000,4.6,"PG-13"
"Corner of Your Eye",96,100000,5.2,"Missing"
"Coronado",88,4700000,4.5,"PG-13"
"Coronel no tiene quien le escriba, El",122,3000000,6.9,"Missing"
"Corpse Grinders, The",62,47000,2.6,"Missing"
"Cotton Club, The",127,47000000,6.2,"Missing"
"Cotton Comes to Harlem",97,1200000,6.2,"Missing"
"Cotton Mary",124,3500000,5.3,"R"
"Could This Be Love?",29,5000,3.6,"Missing"
"Count of Monte Cristo, The",134,35000000,7.4,"PG-13"
"Countess from Hong Kong, A",120,3500000,5.4,"Missing"
"Country Bears, The",88,35000000,3.7,"Missing"
"Country of My Skull",104,12000000,5.1,"R"
"Courage Under Fire",117,46000000,6.7,"R"
"Cover Up",87,7500000,3.3,"Missing"
"Covered Wagon, The",98,782000,7.9,"Missing"
"Cowboy and the Lady, The",91,1500000,6.3,"Missing"
"Cowboys & Angels",89,2000000,7.5,"Missing"
"Cowboys, The",128,6000000,6.9,"Missing"
"Coyote Ugly",100,45000000,5.4,"R"
"Crab Boy",11,17000,2.1,"Missing"
"Crack in the World",96,600000,5.8,"Missing"
"Cradle 2 the Grave",101,25000000,5.3,"R"
"Cradle Will Rock",132,32000000,6.7,"R"
"Craft, The",101,15000000,5.9,"R"
"Craig's Wife",73,300000,7.8,"Missing"
"Crank Calls",10,40000,6.8,"Missing"
"Crash",113,6500000,8.3,"R"
"Crawling Hand, The",89,100000,2.6,"Missing"
"Crazies, The",103,275000,5.7,"Missing"
"Crazy Love",7,2000,9.2,"Missing"
"Crazy in Alabama",111,15000000,6.1,"PG-13"
"Crazy-Quilt, The",75,250000,4.2,"Missing"
"Crazy/Beautiful",135,14000000,6.5,"PG-13"
