"","title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"1897","Aloha, Bobby and Rose",1975,85,60000,5,90,4.5,4.5,4.5,14.5,14.5,4.5,14.5,14.5,4.5,24.5,"Missing",0,0,0,1,0,0,0
"1903","Alone in the Dark",2005,96,20000000,2.1,2880,64.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"1911","Along Came Polly",2004,90,42000000,5.8,9785,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"1912","Along Came a Spider",2001,104,28000000,6.1,9456,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"1914","Along for the Ride",2000,99,150000,7.6,15,0,0,0,0,0,0,24.5,34.5,0,44.5,"Missing",0,0,0,0,0,0,0
"1923","Alpha Dead",2004,11,5000,8,6,14.5,0,0,0,0,0,0,14.5,14.5,45.5,"Missing",0,0,0,0,0,0,1
"1924","Alpha Incident, The",1978,95,200000,4,40,24.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,0,"Missing",0,0,0,1,0,0,0
"1940","Als je begrijpt wat ik bedoel",1983,84,2000000,7.5,224,4.5,0,4.5,0,4.5,14.5,24.5,34.5,14.5,14.5,"Missing",0,1,0,0,0,0,0
"1967","Always",1989,106,29500000,6.2,4913,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"1970","Always Late",2004,6,1000,5.8,8,0,0,0,0,24.5,14.5,14.5,0,14.5,34.5,"Missing",0,0,0,0,0,0,1
"1986","Amadeus",1984,180,18000000,8.3,36955,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"R",0,0,0,1,0,0,0
"2082","Ame agaru",1999,91,3800000,7.8,448,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"Missing",0,0,0,1,0,0,0
"2087","America 3000",1986,84,2000000,3.7,123,24.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,4.5,24.5,"Missing",1,0,0,0,0,0,0
"2098","America's Sweethearts",2001,102,48000000,5.8,11849,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"2106","American Beauty",1999,121,15000000,8.5,109991,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"2110","American Bickman Burger, The",2001,18,100000,5.7,13,24.5,0,0,0,0,4.5,34.5,4.5,4.5,24.5,"Missing",0,0,0,0,0,0,1
"2114","American Boy: A Profile of: Steven Prince",1978,55,155000,7.2,69,4.5,0,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"Missing",0,0,0,0,1,0,0
"2122","American Desi",2001,100,250000,6.8,291,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"Missing",0,0,1,1,0,1,0
"2131","American Drive-In",1985,92,10000000,4.1,25,14.5,14.5,14.5,24.5,4.5,24.5,4.5,0,0,4.5,"Missing",0,0,1,0,0,0,0
"2142","American Gigolo",1980,117,4800000,5.7,2469,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"2144","American Graffiti",1973,110,777000,7.6,12758,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,1,0,0,0
"2149","American History X",1998,119,10000000,8.4,59677,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"2154","American Jedi",2002,8,2000,7.9,9,0,14.5,0,0,0,14.5,14.5,0,44.5,24.5,"Missing",0,0,1,0,0,0,1
"2160","American Me",1992,125,16000000,6.6,697,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"2167","American Ninja 2: The Confrontation",1987,90,350000,3.7,641,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"Missing",1,0,0,1,0,0,0
"2172","American Outlaws",2001,94,35000000,5.5,2878,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,0,1,0,0,0,0
"2178","American Pie",1999,95,11000000,6.8,41126,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,0,0
"2179","American Pie 2",2001,105,30000000,6.3,22752,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"2181","American President, The",1995,114,62000000,6.9,11834,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"2182","American Psycho",2000,102,8000000,6.8,21639,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"2183","American Raspberry",1977,75,50000,5.5,17,0,4.5,4.5,4.5,4.5,14.5,44.5,14.5,4.5,0,"Missing",0,0,1,0,0,0,0
"2208","American Wedding",2003,103,55000000,6.3,13590,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"2209","American Werewolf in London, An",1981,92,10000000,7.2,8347,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,1,0
"2210","American Werewolf in Paris, An",1997,105,22000000,5,4302,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"2212","American Yearbook",2004,90,500000,9.3,23,0,0,0,0,0,0,4.5,14.5,14.5,64.5,"Missing",0,0,0,0,0,0,0
"2213","American in Paris, An",1951,113,2723903,7.4,3736,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,1,0
"2252","Amistad",1997,152,40000000,7,10543,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"2255","Amityville Horror, The",2005,90,18000000,5.8,2945,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,0,0,0,0,0
"2296","Amor y el espanto, El",2001,110,650000,7,7,0,14.5,0,0,0,0,45.5,0,14.5,14.5,"Missing",0,0,0,1,0,0,0
"2321","Amores perros",2000,153,2000000,8.2,15079,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"2382","Anaconda",1997,89,45000000,4.1,10510,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"2383","Anacondas: The Hunt for the Blood Orchid",2004,97,25000000,4.2,2258,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"2391","Analyze This",1999,109,30000000,6.6,24521,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"2403","Anastasia",1997,94,53000000,6.5,4896,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"Missing",0,1,0,0,0,0,0
"2414","Anatomy of a Fight",2003,80,17000,6.5,24,4.5,0,0,0,0,4.5,4.5,24.5,44.5,24.5,"Missing",0,0,1,1,0,0,0
"2429","Anchorman: The Legend of Ron Burgundy",2004,104,26000000,6.5,11553,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,1,0,0,0,0
"2435","And Baby Makes Three",1949,84,700000,5.3,22,0,0,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"2438","And I Lived",2005,107,20000,9.4,5,0,0,0,0,0,0,0,24.5,24.5,64.5,"Missing",0,0,0,1,0,0,0
"2441","And Now for Something Completely Different",1971,85,100000,7.4,3539,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,0,0,0,0
"2449","And Then Came Summer",2000,115,2300,4.1,60,24.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,0,14.5,"Missing",0,0,0,1,0,0,0
"2489","Andy",1985,73,125000,8.1,12,4.5,0,0,14.5,0,0,0,0,14.5,45.5,"Missing",0,0,0,0,0,0,0
"2499","Andy in Love",2004,11,4000,8.2,5,0,0,0,0,0,0,0,84.5,24.5,0,"Missing",0,0,0,1,0,0,1
"2518","Angel Eyes",2001,102,38000000,5.6,4829,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"2520","Angel Heart",1987,113,17000000,7.1,8335,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,0,0,0,0
"2557","Angela's Ashes",1999,145,25000000,6.8,4347,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,0,1,0,0,0
"2593","Anger Management",2003,106,75000000,6,14280,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"2604","Angry Red Planet, The",1960,83,190000,4.7,406,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"2617","Anima",2003,26,50000,7.9,12,4.5,0,4.5,0,0,0,14.5,4.5,4.5,45.5,"Missing",0,0,0,1,0,0,1
"2628","Animal House",1978,109,3000000,7.5,17609,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"2637","Animal, The",2001,84,22000000,4.8,5605,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"2653","Animatrix: Final Flight of the Osiris, The",2003,11,5000000,7.6,1536,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",1,1,0,0,0,0,1
"2679","Ann Vickers",1933,76,303000,6.1,46,0,0,4.5,4.5,14.5,24.5,44.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"2687","Anna Christie",1930,89,376000,6.6,252,4.5,4.5,4.5,4.5,14.5,14.5,24.5,24.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"2691","Anna Karenina",1935,95,1152000,7.3,476,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"2702","Anna and the King",1999,148,75000000,6.6,6739,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,1,0
"2725","Annie",1982,126,50000000,5.7,3475,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"2727","Annie Get Your Gun",1950,107,3768785,7.2,529,4.5,4.5,4.5,4.5,4.5,4.5,24.5,14.5,14.5,24.5,"Missing",0,0,1,0,0,1,0
"2728","Annie Hall",1977,93,4000000,8.3,21462,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"Missing",0,0,1,0,0,1,0
"2763","Another Language",1933,77,272297,6.6,12,4.5,0,0,4.5,4.5,14.5,24.5,24.5,4.5,0,"Missing",0,0,0,1,0,0,0
"2773","Another Woman",1988,84,10000000,7.2,1380,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,0,0
"2774","Another You",1991,94,26000000,4.4,398,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"2792","Anthony Adverse",1936,141,1050500,6.7,203,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"Missing",0,0,0,1,0,1,0
"2797","Anthrax",2001,90,2500000,4.1,49,14.5,4.5,14.5,14.5,24.5,14.5,4.5,0,0,4.5,"Missing",0,0,0,1,0,0,0
"2812","Antikiller",2002,114,5000000,5.4,231,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,14.5,"Missing",1,0,0,0,0,0,0
"2817","Antitrust",2001,108,30000000,6,7326,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"2818","Antman, The",2002,94,800000,7.2,53,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,14.5,24.5,"Missing",0,0,1,0,0,0,0
"2831","Antony and Cleopatra",1972,160,1600000,4.9,84,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"2836","Antwone Fisher",2002,117,12500000,7.4,4472,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"2838","Antz",1998,83,60000000,7,16312,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG",0,1,1,0,0,0,0
"2842","Anus Magillicutty",2003,70,5000,1.8,488,74.5,4.5,4.5,0,4.5,0,4.5,4.5,4.5,24.5,"Missing",0,0,1,0,0,1,0
"2845","Any Given Sunday",1999,156,62000000,6.4,19531,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"2848","Any Number Can Play",1949,112,1465641,6.3,67,4.5,0,0,4.5,4.5,34.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"2859","Anyone",2004,8,1000,9.6,7,0,0,0,0,0,0,0,0,44.5,45.5,"Missing",0,0,0,1,0,0,1
"2861","Anything Else",2003,108,18000000,6.5,3678,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,1,0
"2862","Anything Goes",1936,92,1100000,6,44,4.5,0,4.5,4.5,4.5,24.5,24.5,4.5,4.5,24.5,"Missing",0,0,1,0,0,0,0
"2867","Anywhere But Here",1999,114,23000000,5.9,4007,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"2890","Apache Woman",1955,69,80000,4,23,14.5,4.5,4.5,14.5,24.5,14.5,24.5,0,0,0,"Missing",0,0,0,0,0,0,0
"2899","Aparte",2002,91,90000,8.5,24,0,4.5,4.5,0,4.5,0,14.5,14.5,24.5,34.5,"Missing",0,0,0,1,1,0,0
"2903","Apartment Zero",1988,124,4000000,6.2,933,14.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"Missing",0,0,0,0,0,0,0
"2905","Apartment, The",1960,125,3000000,8.4,11214,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,34.5,"Missing",0,0,1,1,0,1,0
"2924","Apocalypse Now",1979,202,31500000,8.5,64785,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",1,0,0,1,0,0,0
"2927","Apollo 13",1995,140,62000000,7.5,41098,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,0,1,0,0,0
"2931","Apostle, The",1997,134,5000000,7.2,4231,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"2960","Appointment, The",1996,89,45000,5.3,8,0,0,0,0,24.5,0,14.5,14.5,14.5,34.5,"Missing",0,0,0,0,0,0,0
"2988","Apt Pupil",1998,112,14000000,6.4,6728,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"3012","Arachnophobia",1990,103,31000000,6.1,8608,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"3035","Arc",2004,30,9000,9.4,10,0,0,0,0,0,14.5,0,0,24.5,74.5,"Missing",0,0,0,0,0,0,1
"3040","Arch of Triumph",1948,133,5000000,5.6,169,4.5,4.5,4.5,4.5,4.5,24.5,24.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,1,0
"3061","Are These Our Children",1931,84,400000,6,26,14.5,0,4.5,4.5,4.5,34.5,14.5,24.5,4.5,0,"Missing",0,0,0,1,0,0,0
"3064","Are We There Yet?",2005,95,32000000,3.5,1043,34.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"PG",0,0,1,0,0,0,0
"3069","Are You Popular?",1947,10,11000,4.3,18,4.5,14.5,24.5,14.5,24.5,14.5,0,0,4.5,0,"Missing",0,0,0,1,0,0,1
"3085","Argentino en New York, Un",1998,95,3000000,4.2,49,24.5,4.5,14.5,4.5,14.5,4.5,4.5,4.5,0,14.5,"Missing",0,0,1,1,0,0,0
"3099","Aristocats, The",1970,78,4000000,6.6,2972,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"Missing",0,1,0,0,0,1,0
"3102","Arizona",1940,121,2000000,6.8,67,4.5,0,0,4.5,14.5,14.5,24.5,24.5,14.5,4.5,"Missing",0,0,0,0,0,0,0
"3124","Arlington Road",1999,117,21500000,7.1,17189,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"3129","Armageddon",1998,153,140000000,5.7,45330,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"3137","Armed Response",1986,86,1500000,4.2,70,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,14.5,"Missing",1,0,0,0,0,0,0
"3151","Army of Darkness",1993,96,11000000,7.4,22118,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",1,0,1,0,0,0,0
"3159","Around the Fire",1999,106,1200000,5.3,254,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"3162","Around the World in 80 Days",2004,120,110000000,5.7,3887,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"PG",1,0,1,0,0,1,0
"3163","Around the World in Eighty Days",1956,175,6000000,6.8,2589,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"3173","Arrangement",2004,109,3200000,9.2,23,4.5,0,0,0,0,0,4.5,4.5,24.5,64.5,"Missing",0,0,1,0,0,1,0
"3206","Art Thief Musical!",2004,20,25000,8.5,6,0,14.5,0,0,0,0,0,0,14.5,64.5,"Missing",0,0,0,0,0,0,1
"3221","Arthur",1981,97,7000000,6.6,4595,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,1,0
"3229","Artie Shaw: Time Is All You've Got",1985,114,250000,7.9,18,0,0,0,0,0,0,34.5,14.5,24.5,24.5,"Missing",0,0,0,0,1,0,0
"3231","Artificial Intelligence: AI",2001,146,90000000,6.8,36623,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"3238","Artists and Models",1955,109,1500000,6.2,433,4.5,4.5,4.5,4.5,14.5,14.5,34.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"3257","As Good as It Gets",1997,139,50000000,7.7,47441,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"3264","As You Desire Me",1932,70,460733,6,107,0,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"3277","Asburied",2002,8,2000,8.7,7,0,0,0,14.5,0,0,14.5,0,0,74.5,"Missing",0,0,0,0,0,0,1
"3278","Ascension",2004,85,5500,8.8,12,4.5,0,0,0,0,0,0,14.5,4.5,64.5,"Missing",0,0,0,1,0,0,0
"3283","Asesino en serio",2002,84,2500000,5.8,90,4.5,4.5,4.5,14.5,14.5,14.5,24.5,14.5,4.5,4.5,"Missing",0,0,1,0,0,0,0
"3291","Ash Wednesday",2005,23,4999,8.6,12,4.5,4.5,0,0,0,0,0,0,0,84.5,"Missing",0,0,1,1,0,1,1
"3343","Assassination of Trotsky, The",1972,103,2500000,5,148,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,1,0,0,0
"3348","Assassins",1995,132,50000000,5.7,7354,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"3355","Assault of the Killer Bimbos",1988,85,250000,4,149,14.5,14.5,14.5,14.5,4.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"3358","Assault on Precinct 13",1976,91,100000,7.3,4093,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",1,0,0,0,0,0,0
"3359","Assault on Precinct 13",2005,109,20000000,6.3,2960,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"3379","Assisted Living",2003,78,500000,7.4,56,4.5,4.5,4.5,14.5,4.5,4.5,14.5,14.5,4.5,34.5,"Missing",0,0,1,1,0,0,0
"3387","Asterix in Amerika",1994,85,12500000,5.4,394,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,1,1,0,0,0,0
"3399","Astronaut's Wife, The",1999,109,34000000,4.8,7253,4.5,4.5,14.5,14.5,24.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"3406","Aswang",1994,82,70000,4.6,89,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"3411","Asylum of Satan",1975,80,50000,2.9,78,24.5,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"3414","At Close Range",1986,111,6500000,6.6,1650,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,1,0
"3417","At First Sight",1999,128,40000000,5.7,3441,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"3421","At Long Last Love",1975,105,6000000,4.3,193,14.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,1,0
"3422","At Night with No Curtains",2004,87,8000,2.7,23,4.5,0,4.5,4.5,4.5,0,0,0,4.5,74.5,"Missing",0,0,0,1,0,0,0
"3455","Atlantic City",1980,104,7200000,7.5,2384,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,0,1,0,1,0
"3458","Atlantida",2002,93,1000000,7.6,9,0,0,14.5,14.5,14.5,0,0,24.5,0,44.5,"Missing",0,0,0,1,0,1,0
"3466","Atlantis: The Lost Empire",2001,95,90000000,6.4,6323,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",1,1,0,0,0,0,0
"3467","Atlas",1961,79,70000,4,26,14.5,4.5,14.5,34.5,14.5,0,0,4.5,0,14.5,"Missing",1,0,0,1,0,0,0
"3479","Atomic Submarine, The",1959,72,135000,3.9,94,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,4.5,4.5,"Missing",1,0,0,0,0,0,0
"3489","Atrapados",1999,26,3500,9.4,7,0,0,0,0,0,14.5,0,0,0,84.5,"Missing",0,0,0,0,0,0,1
"3496","Attack of the 50 Foot Woman",1958,65,88000,4.5,521,4.5,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"3499","Attack of the Crab Monsters",1957,62,70000,4,207,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"Missing",0,0,0,0,0,0,0
"3500","Attack of the Giant Leeches",1959,62,70000,2.8,426,24.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,"Missing",0,0,0,0,0,0,0
"3519","Attic Expeditions, The",2001,100,1000000,5.4,384,4.5,4.5,4.5,14.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,0,0,0,0
"3520","Attic Man",2004,10,6000,8.7,7,14.5,0,0,0,0,0,0,0,0,84.5,"Missing",0,0,1,0,0,0,1
"3522","Attila",1954,100,900000,5.2,67,4.5,4.5,4.5,14.5,14.5,34.5,4.5,4.5,0,4.5,"Missing",0,0,0,1,0,0,0
"3556","Auch Zwerge haben klein angefangen",1970,96,200000,7.2,330,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"Missing",0,0,0,1,0,0,0
"3598","Aura",2002,22,19000,8.5,6,0,14.5,0,0,0,0,0,0,14.5,64.5,"Missing",0,0,0,0,0,0,1
"3600","Aurora",1998,87,90000,4.5,59,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,"Missing",0,0,0,1,1,0,0
"3611","Austerlitz",1960,122,4000000,5.1,82,14.5,4.5,4.5,14.5,4.5,24.5,14.5,4.5,4.5,4.5,"Missing",0,0,0,1,0,0,0
"3613","Austin Powers in Goldmember",2002,94,63000000,6.2,22870,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"3614","Austin Powers: International Man of Mystery",1997,94,17000000,7,33755,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",1,0,1,0,0,0,0
"3615","Austin Powers: The Spy Who Shagged Me",1999,95,33000000,6.5,37019,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"3622","Auteur Theory, The",1999,79,70000,4.5,76,24.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,14.5,"Missing",0,0,1,0,0,0,0
"3625","Auto Focus",2002,105,7000000,6.7,3276,4.5,4.5,4.5,4.5,4.5,14.5,34.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"3641","Automation",2004,26,41000,6.1,13,0,0,0,0,0,4.5,4.5,0,24.5,64.5,"Missing",0,0,0,0,0,0,1
"3666","Autumn in New York",2000,103,40000000,4.7,3731,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
"3677","Avalon",2001,106,8000000,6.8,2723,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,1,0,1,0,0,0
"3682","Avanti popolo",1986,84,60000,8.8,51,0,0,0,0,0,0,14.5,14.5,24.5,44.5,"Missing",0,0,0,1,0,0,0
"3683","Avanti!",1972,140,2750000,7.2,1043,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"Missing",0,0,1,1,0,1,0
"3690","Avatars",2001,5,20000,3.3,7,14.5,14.5,0,0,0,14.5,0,24.5,0,24.5,"Missing",1,0,0,0,0,0,1
"3696","Avengers, The",1998,89,60000000,3.4,11499,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"3727","Aviator, The",2004,170,116000000,7.5,16217,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
